year,station,loc_mn,dc_mn,longitude,latitude,other_theft,arson,assault_gbh,attempted_murder,attempted_sexoff,bank_robbery,burglary_nonres,burglary_res,carjacking,commercial_crime,common_assault,common_robbery,contact_sexoff,dui,drug_crime,illegal_firearms,kidnapping,malicious_damage,murder,rape,robbery_nonres,robbery_res,cash_transit_robbery,aggr_robbery,sexual_assault,sexual_offences,police_detected_sexoff,shoplifting,stock_theft,vehicle_theft,theft_from_vehicle,truck_hijacking,contact_related_crime,crimes_against_property,contact_crime,other_serious_crimes,crimes_dependent_on_police_action_for_detention,total_crime,total_crime_excl_police,crimes_against_property_log,contact_crime_log,contact_related_crime_log,other_serious_crimes_log,crimes_dependent_on_police_action_for_detention_log,total_crime_log,total_crime_excl_police_log,treated_group,year_numeric,treatment_year,time_index,time_centered,time_centered_sq
2008/2009,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,53,7,60,4,2,0,15,27,1,0,31,10,7,1,13,2,1,21,3,8,4,3,0,19,0,11,0,0,0,7,5,0,28,54,138,53,16,261,245,4.007333185232471,4.9344739331306915,3.367295829986474,3.9889840465642745,2.833213344056216,5.568344503761097,5.5053315359323625,0,2008,0,0,-4,16
2009/2010,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,44,4,74,10,0,0,15,34,1,1,28,7,7,3,4,3,1,23,9,10,4,21,0,50,1,12,0,0,2,5,3,0,27,59,190,45,10,304,294,4.0943445622221,5.25227342804663,3.332204510175204,3.828641396489095,2.3978952727983707,5.720311776607412,5.68697535633982,0,2009,0,1,-3,9
2010/2011,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,69,1,57,5,2,0,8,29,0,0,15,8,6,1,10,2,1,18,2,7,3,7,0,25,0,9,0,0,1,3,2,0,19,43,121,69,13,246,233,3.784189633918261,4.804021044733257,2.995732273553991,4.248495242049359,2.6390573296152584,5.5093883366279774,5.455321115357702,0,2010,0,2,-2,4
2011/2012,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,35,0,39,2,0,0,11,13,0,4,20,1,6,10,20,2,1,13,0,3,0,4,0,8,0,3,0,0,1,0,4,0,13,29,73,39,32,173,141,3.4011973816621555,4.30406509320417,2.6390573296152584,3.6888794541139363,3.4965075614664802,5.159055299214529,4.955827057601261,0,2011,0,3,-1,1
2012/2013,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,25,1,19,1,0,0,9,6,0,3,11,1,6,18,54,2,1,5,0,8,0,2,0,3,0,8,0,0,0,2,2,0,6,19,43,28,74,164,90,2.995732273553991,3.784189633918261,1.9459101490553132,3.367295829986474,4.31748811353631,5.10594547390058,4.51085950651685,0,2012,1,4,0,0
2013/2014,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,16,0,17,0,0,0,5,10,0,0,8,0,6,23,78,1,12,7,1,5,1,0,0,3,0,5,0,0,0,0,2,0,7,17,34,16,102,169,67,2.8903717578961645,3.5553480614894135,2.0794415416798357,2.833213344056216,4.634728988229636,5.135798437050262,4.219507705176107,0,2013,1,5,1,1
2014/2015,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,9,1,9,0,0,0,5,7,1,1,4,1,6,26,113,0,13,4,2,0,0,1,0,3,0,0,0,0,1,0,0,0,5,13,19,10,139,181,42,2.6390573296152584,2.995732273553991,1.791759469228055,2.3978952727983707,4.941642422609304,5.204006687076795,3.7612001156935624,0,2014,1,6,2,4
2015/2016,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,12,0,12,0,0,0,4,2,0,9,5,1,6,26,122,3,13,4,0,3,2,2,0,4,0,3,0,0,1,0,1,0,4,8,25,21,151,205,54,2.1972245773362196,3.258096538021482,1.6094379124341003,3.091042453358316,5.0238805208462765,5.327876168789581,4.007333185232471,0,2015,1,7,3,9
2016/2017,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,17,0,16,1,0,0,6,4,1,0,4,2,6,37,124,9,12,9,2,5,3,0,0,5,1,6,0,0,0,0,2,0,9,12,36,17,170,235,65,2.5649493574615367,3.6109179126442243,2.302585092994046,2.8903717578961645,5.14166355650266,5.4638318050256105,4.189654742026425,0,2016,1,8,4,16
2017/2018,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,18,0,11,2,0,0,20,7,0,6,3,1,6,47,126,1,13,3,3,5,1,1,0,4,0,5,0,0,6,0,1,0,3,34,29,24,174,261,87,3.5553480614894135,3.4011973816621555,1.3862943611198906,3.2188758248682006,5.1647859739235145,5.568344503761097,4.477336814478207,0,2017,1,9,5,25
2018/2019,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,16,0,19,3,1,0,9,4,0,2,7,2,6,32,94,13,21,7,3,4,2,1,0,7,1,6,0,0,4,0,3,0,7,20,47,18,139,224,85,3.044522437723423,3.871201010907891,2.0794415416798357,2.9444389791664403,4.941642422609304,5.41610040220442,4.454347296253507,0,2018,1,10,6,36
2019/2020,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,15,0,13,2,0,0,11,3,0,1,5,1,6,17,65,6,13,2,2,0,1,1,0,6,0,0,0,0,1,0,0,0,2,15,29,16,88,148,60,2.772588722239781,3.4011973816621555,1.0986122886681098,2.833213344056216,4.48863636973214,5.003946305945459,4.110873864173311,0,2019,1,11,7,49
2020/2021,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,24,0,13,2,1,0,2,2,0,2,11,0,6,3,28,6,13,3,6,2,0,1,0,4,0,3,0,0,2,0,2,0,3,8,39,26,37,110,73,2.1972245773362196,3.6888794541139363,1.3862943611198906,3.295836866004329,3.6375861597263857,4.709530201312334,4.30406509320417,0,2020,1,12,8,64
2021/2022,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,51,2,19,1,0,0,3,3,1,5,3,2,6,3,22,0,12,8,1,5,1,3,0,5,0,5,0,0,4,0,0,0,10,10,36,56,25,127,102,2.3978952727983707,3.6109179126442243,2.3978952727983707,4.04305126783455,3.258096538021482,4.852030263919617,4.634728988229636,0,2021,1,13,9,81
2022/2023,low's creek,nkomazi,ehlanzeni,31.29337,-25.64453,31,0,20,1,0,0,12,5,0,2,3,0,6,0,16,6,13,8,1,1,3,2,0,7,1,2,0,0,9,0,7,0,8,33,34,33,22,122,100,3.5263605246161616,3.5553480614894135,2.1972245773362196,3.5263605246161616,3.1354942159291497,4.812184355372417,4.61512051684126,0,2022,1,14,10,100
2008/2009,louwsburg,abaqulusi,zululand,31.28124,-27.58069,42,2,30,1,0,0,4,17,0,1,24,1,6,2,24,0,1,16,3,9,0,1,0,1,0,9,0,4,13,0,2,0,18,36,69,47,26,178,152,3.6109179126442243,4.248495242049359,2.9444389791664403,3.871201010907891,3.295836866004329,5.187385805840755,5.030437921392435,0,2008,0,0,-4,16
2009/2010,louwsburg,abaqulusi,zululand,31.28124,-27.58069,33,1,49,3,1,0,6,27,0,2,24,2,4,1,20,2,1,15,6,11,0,0,0,1,1,15,0,0,37,1,4,0,16,75,100,35,23,233,210,4.330733340286331,4.61512051684126,2.833213344056216,3.58351893845611,3.1780538303479458,5.455321115357702,5.351858133476067,0,2009,0,1,-3,9
2010/2011,louwsburg,abaqulusi,zululand,31.28124,-27.58069,39,1,48,2,0,0,8,43,0,4,17,2,5,5,21,0,1,17,1,13,0,1,0,1,1,17,0,0,24,0,4,0,18,79,88,43,26,236,210,4.382026634673881,4.48863636973214,2.9444389791664403,3.784189633918261,3.295836866004329,5.4680601411351315,5.351858133476067,0,2010,0,2,-2,4
2011/2012,louwsburg,abaqulusi,zululand,31.28124,-27.58069,35,3,48,1,0,0,7,24,0,3,14,1,6,0,34,3,1,15,1,5,1,0,0,1,1,6,0,0,38,0,4,0,18,73,72,38,37,220,183,4.30406509320417,4.290459441148391,2.9444389791664403,3.6635616461296463,3.6375861597263857,5.3981627015177525,5.214935757608986,0,2011,0,3,-1,1
2012/2013,louwsburg,abaqulusi,zululand,31.28124,-27.58069,37,2,55,0,0,0,8,41,1,4,12,5,7,1,48,0,1,9,2,14,1,1,0,3,2,17,0,1,22,1,10,0,11,82,94,42,49,267,218,4.418840607796598,4.553876891600541,2.4849066497880004,3.7612001156935624,3.912023005428146,5.5909869805108565,5.389071729816501,0,2012,1,4,0,0
2013/2014,louwsburg,abaqulusi,zululand,31.28124,-27.58069,35,4,47,2,1,0,5,37,2,2,18,6,6,3,33,0,21,11,1,7,0,0,0,3,1,9,0,10,19,0,2,0,15,63,86,47,36,232,196,4.1588830833596715,4.465908118654584,2.772588722239781,3.871201010907891,3.6109179126442243,5.4510384535657,5.2832037287379885,0,2013,1,5,1,1
